meteor-treelstm-2-syslevel	lt-en	newstest2019	tilde-nc-nmt.6881	0.33163833119890246
meteor-treelstm-2-syslevel	ru-en	newstest2019	afrl-ewc.6659	0.31781376687981533
meteor-treelstm-2-syslevel	ru-en	newstest2019	afrl-syscomb19.6782	0.3311187381033308
meteor-treelstm-2-syslevel	ru-en	newstest2019	eTranslation.6598	0.33933174376271996
meteor-treelstm-2-syslevel	ru-en	newstest2019	Facebook_FAIR.6937	0.35088657153395425
meteor-treelstm-2-syslevel	ru-en	newstest2019	MSRA.SCA.6976	0.34335604830585975
meteor-treelstm-2-syslevel	ru-en	newstest2019	NEU.6803	0.3491227771202219
meteor-treelstm-2-syslevel	ru-en	newstest2019	NICT.6561	0.2777438731257147
meteor-treelstm-2-syslevel	ru-en	newstest2019	online-A.0	0.32243890404016035
meteor-treelstm-2-syslevel	ru-en	newstest2019	online-B.0	0.3636309265204959
meteor-treelstm-2-syslevel	ru-en	newstest2019	online-G.0	0.33712341912851446
meteor-treelstm-2-syslevel	ru-en	newstest2019	online-X.0	0.2884859765750101
meteor-treelstm-2-syslevel	ru-en	newstest2019	online-Y.0	0.3335146609957677
meteor-treelstm-2-syslevel	ru-en	newstest2019	rerank-re.6540	0.30345451481267754
meteor-treelstm-2-syslevel	ru-en	newstest2019	TartuNLP-u.6650	0.30528025692858013
meteor-treelstm-2-syslevel	zh-en	newstest2019	Apprentice-c.6706	0.202817989630428
meteor-treelstm-2-syslevel	zh-en	newstest2019	Baidu-system.6940	0.3354901358394836
meteor-treelstm-2-syslevel	zh-en	newstest2019	BTRANS.6825	0.31123175590233304
meteor-treelstm-2-syslevel	zh-en	newstest2019	BTRANS-ensemble.6992	0.31266779975818915
meteor-treelstm-2-syslevel	zh-en	newstest2019	KSAI-system.6927	0.32861286310077165
meteor-treelstm-2-syslevel	zh-en	newstest2019	MSRA.MASS.6942	0.3321510717636807
meteor-treelstm-2-syslevel	zh-en	newstest2019	MSRA.MASS.6996	0.3366766996271691
meteor-treelstm-2-syslevel	zh-en	newstest2019	NEU.6832	0.3174157809194767
meteor-treelstm-2-syslevel	zh-en	newstest2019	NICT.6814	0.29694370466120085
meteor-treelstm-2-syslevel	zh-en	newstest2019	online-A.0	0.28599259343703676
meteor-treelstm-2-syslevel	zh-en	newstest2019	online-B.0	0.3433588333650123
meteor-treelstm-2-syslevel	zh-en	newstest2019	online-G.0	0.2638306046589009
meteor-treelstm-2-syslevel	zh-en	newstest2019	online-X.0	0.23799252417688646
meteor-treelstm-2-syslevel	zh-en	newstest2019	online-Y.0	0.2907616463819365
meteor-treelstm-2-syslevel	zh-en	newstest2019	UEDIN.6530	0.2812241056531898
